idx,usage,sentence1,sentence2,ground_truth_label
149,select,""" I am happy to be here in the United States , far away from the clutches of the tyrant Castro , "" Wilson said through a Spanish interpreter .",""" I am very happy to be here in the United States far away from the clutches of the tyrant Castro , "" Wilson told the judge .",1
150,select,"I 've still got a fighting chance , though , "" Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court .",""" I 'm still not red-hot favourite , "" Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court .",0
151,select,""" People just love e-mail , and it really bothers them that spam is ruining such a good thing , "" said Deborah Fallows , the Pew researcher who wrote the report .",""" People just love e-mail , and it really bothers them that spam is ruining such a good thing , "" said Deborah Fallows , senior research fellow with the Pew project .",1
152,select,"That failure to act contributed to September the 11th and the failure to act today continues ( to put ) Americans in a vulnerable circumstance , "" Graham said .",""" That failure to act contributed to September 11 and the failure to act today continues [ to put ] Americans in a vulnerable circumstance , "" said Graham .",1
153,select,"They believe the same is true in humans , giving a 30 per cent higher risk of the disease .","The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease .",1
154,select,"Marisa Baldeo stated , however , the authority 's official uniform policy says "" they are not supposed to wear anything on their heads but a NYC transit depot logo cap .",""" As of now , they are not supposed to wear anything on their heads but a NYC transit depot logo cap , "" Baldeo said .",1
155,select,Sweeney said he would formally announce the formation of the new union on Wednesday in Detroit .,Sweeney is to formally announce the campaign in a speech Wednesday in Detroit .,1
156,select,Friends said Frank Riva worked in construction in Manhattan and recently helped his son get into the construction workers union .,"Riva had recently helped his son , Frank Riva Jr . , get into a construction workers ' union and land a job .",0
157,select,"At first blush , then , the distinction drawn by the creators of the do-not-call registry would seem to draw the line in precisely the right place .","At first blush , then , the creators of the registry would seem to have drawn the line between exempted and banned calls in the right place .",1
158,select,"He said : "" For the first time there is an easy and affordable way of making this treasure trove of BBC content available to all . """,""" For the first time , there is an easy and affordable way of making this treasure trove of BBC content available to all , "" Dyke said .",1
159,select,"Come tonight , 21-year-old Morgan and as many as 1,200 fellow students at Wheaton College will gather in the gym for the first real dance in the school 's 143-year history .","As many as 1,200 students at Wheaton College will gather in the gym Friday night for the first real dance in the Christian school 's 143-year history .",1
160,select,"My decision today is not based on any one event . ""","Governor Rowland said his decision was "" not based on any one event . """,1
161,select,""" People who are high in positive emotions sleep better , they have better diets , they exercise more , they have lower levels of these stress hormones , "" Cohen said .",""" Happy people sleep better , have better diets , exercise more and have less levels of stress hormones , "" Cohen said .",1
162,select,"Taher , acting against his attorney 's advice , became the fifth member of a group of six Yemeni-Americans to enter a plea agreement with the government in the case .","Taher , acting against his attorney 's advice , became the fifth member of the six to enter a plea agreement with the government .",1
163,select,"Shares closed on NASDAQ just below their 52-week high , at $ 32.17 , up $ 1.54 .","Trading of EchoStar 's stock closed Tuesday at a 52-week high of $ 32.17 , up $ 1.54 .",0
164,select,They used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .,1
165,select,"The priest , the Rev. John F. Johnston , 64 , of 35th Avenue in Jackson Heights , was charged with aggravated harassment and criminal possession of a weapon .","The Rev. John Johnston , 64 , was charged with aggravated harassment in the phone call case and with criminal possession of a weapon , according to a police statement .",1
166,select,It 's happened five times in the last 11 years : A disaster puts this Southwestern town in the headlines during the summer tourist season .,"It 's happened five times in the last decade : A disaster puts this tourist town in the headlines during summer , its busiest season .",1
167,select,""" It was never our intention to sell the product , "" said Health Minister Anne McClellan , a skeptic of medical marijuana use .",""" It was never the intention of us to sell product , "" federal Health Minister Anne McLellan said yesterday in Edmonton .",1
168,select,The anguish was detectable in the voices of those of Forlong 's television colleagues who would speak on Monday .,The anguish could be heard in the voices of Mr Forlong 's television colleagues who would speak .,1
169,select,Tonight a spokesman for Russia 's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia 's position on cooperation with Iran 's nuclear-energy efforts .,Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia 's position on aiding Iran 's nuclear-energy efforts .,1
170,select,"A day earlier , a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi 's death .","A day earlier , a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist 's death .",1
171,select,"Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler .","The tube was removed Wednesday from Terri Schiavo , 39 , at the Tampa Bay-area hospice where she has lived for several years .",1
172,select,The SEC said on Thursday its staff was preparing to draw up rules to combat trading abuses .,Last week the Securities and Exchange Commission said its staff was preparing to draw up rules to combat trading abuses .,1
173,select,Defense attorneys said Durst accidentally shot Black in the face as they struggled for a gun after the elderly man illegally entered his apartment .,Durst 's attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment .,1
174,select,Selenski had previously spent seven years in prison on a bank robbery conviction .,Selenski had served about seven years in prison for bank robbery .,1
175,select,""" It ' ' s absurd , "" Funny Cide 's trainer Barclay Tagg said .","Meanwhile , Funny Cide 's trainer , Barclay Tagg , called the allegations "" ridiculous . """,1
176,select,"BOB HOPE , master of the one-liner and Americas favourite comedian , died with a smile on his face yesterday just months after celebrating his 100th birthday .","Bob Hope , the master of one-line quips , died Sunday night "" with a smile on his face , "" his daughter said yesterday .",0
177,select,""" These are violent surgeries and I wanted to convey that , "" Murphy says .","I mean , these are violent surgeries , and I wanted to properly convey that . """,1
178,select,"Broomhead was assigned to 2nd Squadron , 3rd Armor Cavalry Regiment , based at Fort Carson .","Broomhead , 34 , was assigned to the 2nd Squadron , 3rd Armored Cavalry Regiment .",1
179,select,"The agreement resolves a lawsuit AOL filed against Microsoft in January 2002 on behalf of its subsidiary , Netscape Communications .",The legal settlement resolves the private anti-trust lawsuit filed against Microsoft in January 2002 by AOL Time Warner 's America Online unit on behalf of its Netscape subsidiary .,1
180,select,"Furthermore , chest tightness after exercise and prevalence of asthma were both linked to the amount of time spent at the pool .",Chest tightness after exercise and overall prevalence of asthma were also linked to the total amount of time spent at indoor pools .,1
181,select,"At community colleges , tuition will jump to $ 2,800 from $ 2,500 .","Community college students will see their tuition rise by $ 300 to $ 2,800 or 12 percent .",1
182,select,"Since June of last year the Red Cross has spent $ 114 million on disasters , but taken in only $ 40 million in donations .","Between July 1 , 2002 and June 30 , 2003 , the Red Cross spent $ 114 million on disaster relief , while taking in only $ 39.5 million .",1
183,select,""" We condemn the Governing Council headed by the United States , "" Muqtada al Sadr said in a sermon at a mosque .",""" We condemn and denounce the Governing Council , which is headed by the United States , "" Moqtada al-Sadr said .",1
184,select,"University of Michigan President Mary Sue Coleman said in a statement on the university 's Web site , "" Our fundamental values haven 't changed .",""" Our fundamental values haven 't changed , "" Mary Sue Coleman , president of the university , said in a statement in Ann Arbor .",1
185,select,"Among three major candidates , Schwarzenegger is wining the battle for independents and crossover voters .",Schwarzenegger picks up more independents and crossover voters than Bustamante .,0
186,select,""" We think that the United States of America should support the free speech of all groups , "" Mr. White said , objecting to Mr. Olson 's recommendation .","We think that the United States of America should support the free speech of all groups , he said .",0
187,select,Mason said al-Amoudi was arrested at Dulles International Airport on Sunday as he came into the country .,Al-Amoudi was arrested at Dulles International Airport after arriving on a British Airways flight from London .,1
188,select,President Bush and top officials in his administration cited the threat from Iraq 's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war .,President George Bush and top administration officials cited the threat from Iraq 's banned weapons programs as the main justification for war .,1
189,select,"He is a brother to three-year-old Mia , from Kate 's first marriage , to film producer Jim Threapleton .","Winslet , 28 , has a three-year-old daughter Mia by her first husband , British film producer Jim Threapleton .",0
190,select,"EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform , said Gerry Kiely , a EU agriculture representative in Washington .","Gerry Kiely , a EU agriculture representative in Washington , said EU ministers were invited but canceled because the union is closing talks on agricultural reform .",1
191,select,"Sorkin , who faces charges of conspiracy to obstruct justice and lying to a grand jury , was to have been tried separately .",Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury .,1
192,select,Bremer said one initiative is to launch a US $ 70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects .,"Bremer said he would launch a $ 70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects , but gave no details .",1
193,select,Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,1
194,select,"Under Kansas law , it is illegal for children under the age of 16 to have sexual relations .","In the opinion , Kline noted that it is illegal for children that young to have sexual relations .",1
195,select,""" It 's probably not the easiest time to take over the shuttle program , "" he added , "" but I look forward to the challenge .",""" It is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge , "" he said .",1
196,select,The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left behind their weakened companions .,"Three undocumented immigrants were found dead inside a railroad hopper car Tuesday , two days after fellow immigrants escaped the sweltering car and left behind their weakened companions .",1
197,select,"A total of 17 cases have been confirmed in the southern city of Basra , the Organization said .",A total of 17 confirmed cases of cholera were reported yesterday by the World Health Organisation in the southern Iraqi city of Basra .,1
198,select,"Hewlett-Packard Co . HPQ.N , the No. 2 computer maker , rose 41 cents , or 2.4 percent , to $ 17.29 .","Hewlett-Packard Co . ( nyse : HPQ - news - people ) , the No. 2 computer maker , rose 41 cents , or 2.4 percent , to $ 17.29 .",1
199,select,"The Republic of Korea was found to lead the way in broadband penetration , with approximately 21 broadband subscribers for every 100 inhabitants .","Not surprisingly , broadband nation Korea leads the way in broadband penetration , with approximately 21 broadband subscribers for every 100 inhabitants .",1
200,select,"We acted because we saw the existing evidence in a new light , through the prism of our experience on 11 September , "" Rumsfeld said .","Rather , the US acted because the administration saw "" existing evidence in a new light , through the prism of our experience on September 11 "" .",1
201,plot,"Powell fired back : "" He 's accusing the president of a ludicrous act , "" he said .","If so , Powell said , he 's calling the president ludicrous , too .",1
202,plot,"Earlier on Monday , Grant Thornton SpA repeated previous statements that it was "" a victim of fraudulent action "" .",Grant Thornton claims that it too was the “ victim ” of a fraud .,1
203,plot,"While the Ibrahims had one separation operation , Goodrich and Dr. David Staffenberg plan about three for the Aguirres , with several weeks between each .","Instead of one long operation to separate the twins , Goodrich and Dr. David Staffenberg plan about three , with several weeks between each .",1
204,plot,"The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals , bishops , and many elite from Italian society , witnesses said .","The broadside came during the recording on Saturday night of a Christmas concert attended by top Vatican cardinals , bishops and many elite of Italian society , witnesses said .",1
205,plot,"In the year-ago quarter , the steelmaker recorded a profit of $ 16.2 million , or 15 cents per share , on sales of $ 1.14 billion .","In the second quarter last year , AK Steel reported a profit of $ 16.2 million , or 15 cents a share .",0
206,plot,General Motors Corp. posted a record 8.4 percent improvement in 2000 .,General Motors Corp. posted the best-ever improvement in 2000 at 8.4 percent .,1
207,plot,"Though the legal age for marriage in Romania is 18 , the country generally tolerates the Gypsy tradition of arranged child weddings .","Though the legal age for marriage in Romania is 18 , the country generally tolerates the tradition of arranged child weddings among Roma , as Gypsies are also known .",1
208,plot,"Shirley Hazzard and Edward P. Jones , both of whom needed more than a decade to complete their current novels , are among this year 's nominees .","Shirley Hazzard and Edward P. Jones , both of whom needed more than a decade to complete their current novels , were also among the fiction finalists announced Wednesday .",1
209,plot,The WHIMS study found that combination hormone therapy doubled the risk for probable dementia in women 65 and older and did not prevent mild cognitive impairment .,One study found that combination therapy doubled the risk of probable dementia and did not prevent less-severe mental decline .,1
210,plot,PeopleSoft also said its board had officially rejected Oracle 's offer .,"Thursday morning , PeopleSoft 's board rejected the Oracle takeover offer .",1
211,plot,He is charged in three bombings in Atlanta including a blast at the 1996 Olympics and one in Alabama .,He is charged in three bombings in Atlanta - including a blast at the 1996 Olympics - along with the bombing in Alabama .,1
212,plot,"Unable to find a home for him , a judge told mental health authorities they needed to find supervised housing and treatment for DeVries somewhere in California .",The judge had told the state Department of Mental Health to find supervised housing and treatment for DeVries somewhere in California .,1
213,plot,"Songs can be burned to CDs , but the same playlist can only be burned up to five times - Apple 's puts the limit at ten burns .","Tracks can be burned to CDs , but the same playlist may only be burned up to five times .",0
214,plot,""" We had nothing to do with @ Stake 's internal personnel decision , "" Microsoft spokesman Sean Sundwell said .",""" Microsoft had absolutely nothing to do with AtStake 's internal personnel decision , "" Sundwall said .",1
215,plot,""" Both of these kids are in wonderful physical condition right now , "" he said during a press briefing at the hospital .",""" Both of these kids are in wonderful physical condition right now , "" said Goodrich , also director of pediatric neurosurgery at the Children 's Hospital at Montefiore .",1
216,plot,"Respondents who rated current business conditions as "" bad "" increased to 30.4 % from 28.1 % in June .",""" Those rating present business conditions as ' bad ' increased to 30.4 per cent from 28.1 per cent , "" the report said .",1
217,plot,"Another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , Sandra Tapias .","A Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon .",1
218,plot,"While a month 's supply of aspirin can cost less than $ 10 , the equivalent amount of ticlopidine can run significantly more than $ 100 .","While a month 's supply of aspirin can cost under $ 10 , the equivalent amount of ticlopidine can run well over $ 100 .",1
219,plot,""" Of course I want to win again , but I think is worse when you never won before because you are very anxious , "" he says .",""" Of course , I want to win again , but it is worse when you have never won because you are anxious , "" he said .",1
220,plot,A suburban Chicago man was arrested Wednesday on charges of secretly gathering information on Iraqi opposition figures as an unregistered agent of Saddam Hussein 's intelligence service .,The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein 's Iraqi government .,1
221,plot,He said his hatred for such people grew from these discussions and had helped convince him violence was the answer .,His hatred for these people had germinated from these discussions and helped cement his belief that violence was the panacea .,1
222,plot,"From California , Bush flies to Japan on Thursday , followed by visits to the Philippines , Thailand , Singapore , Indonesia and Australia before returning home on Oct. 24 .","Besides Japan he will visit the Philippines , Thailand , Singapore , Indonesia and Australia before returning home on Oct. 24 .",1
223,plot,"The value will total about $ 124 million , including convertible securities , according to Corel .","Including convertible securities , the total estimated value of the deal is $ 124 million , according to Corel .",1
224,plot,"Claudia Gonzles Herrera , an assistant attorney general in charge of the case , said the arrests show that Guatemala "" takes the defense of its ancient Maya heritage seriously . ""","Claudia Gonzales Herrera , an assistant attorney-general in charge of the case , said the arrests showed that Guatemala took the defence of its Mayan heritage seriously .",1
225,plot,"The company said that with proper funding , ABthrax could be available for emergency use as early as the end of 2004 .",Human Genome said ABthrax could be available for emergency use as early as the end of 2004 .,1
226,plot,Chief Executive Rod Eddington is to meet the three unions separately on Monday afternoon .,Eddington is to meet the other two unions separately later on Monday .,1
227,plot,Vivace was founded in 1999 and has raised over $ 118 million in three rounds of venture financing .,"During difficult times for technology venture capital , Vivace raised over $ 118 million in three rounds of venture financing .",0
228,plot,"Committee approval , expected today , would set the stage for debate on the Senate floor beginning Monday .",That would clear the way for debate in the full Senate beginning on Monday .,1
229,plot,The AP quotes a local policeman as saying the British troops were targeted by townspeople angry over civilian deaths during a demonstration yesterday in the town of Majar Al-Kabir .,Associated Press quotes a local policeman as saying that the British troops were targeted by townspeople angry over civilian deaths during an earlier demonstration in the town of Majar al-Kabir .,1
230,plot,Defense Secretary Donald Rumsfeld and other top Pentagon officials downplayed Wallace 's comments .,"The Defence Secretary , Donald Rumsfeld , and other top Pentagon officials played down his comments .",1
