idx,usage,sentence1,sentence2,ground_truth_label
158,select,"However , EPA officials would not confirm the 20 percent figure .",Only in the past few weeks have officials settled on the 20 percent figure .,0
159,select,"Canadian researchers ordered the slaughter of more than 2,000 cows and conducted an extensive investigation but were not able to find evidence of any other infected animals .","Canadian investigators slaughtered more than 2,000 cows but were not able to find evidence of any other infected animals .",1
160,select,"Goldman is trying to sell the shares to institutional investors at $ US13.15 each , said the traders , who received calls from the securities firm 's sales force .","Goldman offered the shares for sale to institutional investors at $ 13.15 each , said the traders , who received calls from the securities firm 's sales force .",1
161,select,"Defence lawyers sought to have those charges thrown out , claiming the Bali court had no jurisdiction over those crimes .","Defence lawyers sought to have those charges thrown out , claiming the Bali court hearing Mr Samudra 's case did not have jurisdiction over those crimes .",1
162,select,The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million .,"The number of Americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to a startling 4 million , the research shows .",1
163,select,"The report was found Oct. 23 , tucked inside an old three-ring binder not related to the investigation .",The report was found last week tucked inside a training manual that belonged to Hicks .,1
164,select,"Disney has repeatedly said the "" safety and enjoyment "" of its guests were the reasons the company wanted the no-fly zones , and wants them maintained .","Disney spokeswoman Rena Callahan said the "" safety and enjoyment "" of its guests were the only reasons the company wanted the no-fly zones , and wants them kept in place .",1
165,select,"Two of the Britons , Sandy Mitchell from Glasgow and Glasgow-born William Sampson , face the death penalty .","Sandy Mitchell , 44 , from Kirkintilloch , Glasgow , and William Sampson , a British citizen born in Glasgow , face beheading in public .",1
166,select,"Wyeth estimates that 1.2 million women continue to take Prempro pills , down from about 3.4 million before the study was halted last summer .","Wyeth estimates that 1,2 million women are still taking Prempro pills , down from about 3,4 million before the WHI study was halted last year .",1
167,select,"The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats , researchers found .","Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats , allowing for diet restriction .",0
168,select,"If sufficient evidence exists at the end of what is expected to be a five-day hearing , Peterson will be held for trial on the charges .","If the judge decides that is so at the end of what is expected to be a five-day hearing , Peterson will be held for trial on the charges .",1
169,select,"But none of them opposed the idea outright , ministers said .","But none of the ministers opposed Mr. Powell 's suggestion outright on Thursday , the ministers said .",1
170,select,"Predictions ranged from 16 cents a share to 27 cents a share , according to Thomson First Call .","Wall Street analysts had expected 22 cents a share , according to Thomson First Call .",1
171,select,"Emeryville-based Ask Jeeves agreed to sell a business software division to a Sunnyvale-based rival , Kanisa , for $ 4.25 million .","Ask Jeeves Wednesday announced it plans to sell its enterprise software division , Jeeves Solutions , to Kanisa .",1
172,select,"Seniors would then have to pay 50 percent of their drug costs up to $ 3,450 .","Above that , Medicare would pay 90 percent of all drug costs .",0
173,select,"She said six were from Douglas County , the southwestern Oregon county that includes Roseburg , and two were from the Portland area .","Six were from Douglas County , which includes Roseburg , and two from the Portland area .",1
174,select,Toronto yesterday had 64 probable cases of SARS and nine suspect cases .,"As of Wednesday , there were 65 probable SARS cases in the Toronto region .",0
175,select,Shaklee spokeswoman Jenifer Thompson said the company is continuing to work with authorities .,Shaklee spokeswoman Jenifer Thompson referred all calls to the FBI .,0
176,select,"Metro , bus and local rail services in France 's four largest towns -- Paris , Lyon , Lille and Marseille -- were severely disrupted , Europe 1 radio reported .","Subway , bus and suburban rail services in France 's four largest cities -- Paris , Lyon , Lille and Marseille -- were severely disrupted , transport authorities said .",1
177,select,"Hundreds of reporters and photographers swamped the courthouse grounds before the hearing , which was carried live on national cable networks .",Hundreds of reporters and photographers swamped the town and the short hearing involving the five-time All-Star was carried live on national cable networks .,0
178,select,"Today , analysts say , UN members can no longer ignore the shifts since the September 11 2001 attacks .","On Wednesday , analysts say , UN members can no longer ignore the shifts since the attacks in the US of September 11 2001 .",1
179,select,"Shares in Wal-Mart closed at $ 58.28 , up 16 cents , in Tuesday trading on the New York Stock Exchange .",Wal-Mart shares rose 16 cents to close at $ 58.28 on the New York Stock Exchange .,1
180,select,"No country seems likely to oppose proposals for a long-term European Council president , replacing the current rotating presidency , as well as an EU foreign minister .","No country now opposes plans for a long-term European Council president , replacing the current rotating presidency , as well as an EU foreign minister .",1
181,select,"Around 9 : 00 a.m. EDT ( 1300 GMT ) , the euro was at $ 1.1566 against the dollar , up 0.07 percent on the day .","Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",0
182,select,"However , George Heath , a Fort Campbell spokesman , said shortly after the attack that Akbar had "" an attitude problem "" .","However , a Fort Campbell spokesman , said that Akbar had "" an attitude problem . """,1
183,select,"The two are not related , but have referred to each other as father and son .","He 's not related to Malvo , but the two have referred to each other as father and son .",1
184,select,There was no immediate response from North Korea or the United States .,North Korea has demanded one-to-one talks with the United States .,0
185,select,"Singer Brandy and her husband , Robert Smith , have called it quits .","Brandy and Husband SplitR 'n'b star Brandy and Robert Smith , her husband of two years have split up .",1
186,select,"McCabe said he was considered a witness , not a suspect .",""" He is not considered a suspect , "" McCabe said .",0
187,select,No company employee has received an individual target letter at this time .,"She said no company official had received "" an individual target letter at this time . """,1
188,select,Officials said all three would be charged with conspiracy to commit murder .,All three of the teens were charged with offenses including conspiracy to commit murder .,1
189,select,"We believe them to be without merit , and will defend ourselves vigorously .",""" We believe it is without merit and we will defend ourselves rigorously . """,1
190,select,"Peterson told police he fished alone in San Francisco Bay on Christmas Eve , returning to an empty house .",Peterson told police he left his wife at about 9 : 30 a.m. on Dec. 24 to fish alone in San Francisco Bay .,0
191,select,"After 18 months , Nissen found that Lipitor stopped plaque buildup in the patients ' arteries .","After 18 months , the atorvastatin patients had no change in the plaque in their arteries .",0
192,select,Beagle 2 is attached to Mars Express by what is known as a Spin-Up and Ejection Mechanism ( Suem ) .,A command is sent to Mars Express to release Beagle 2 by what is known as a Spin-Up and Eject Mechanism .,0
193,select,"In the weeks leading up to the execution , several Florida officials received anonymous threatening letters .","Several Florida officials connected to the case have received threatening letters , accompanied by rifle bullets .",0
194,select,Quattrone lawyer John W. Keker said his client is innocent .,"In a statement Monday , his lawyer John Keker said ``Frank Quattrone is innocent .",1
195,select,""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" Fraley said , adding that 18 countries have adopted biotechnology .",""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" said Robert Fraley , Monsanto 's executive vice president .",0
196,select,"Williams was White , and four of his victims were Black ; the fifth was White .",Four of those killed by Williams were black ; the other was white .,1
197,select,"One question was whether France , which infuriated Washington by leading the charge against U.N. authorization for the war , would vote "" Yes "" or abstain .","France , which infuriated Washington by leading the charge against U.N. approval for the war , also sought changes .",0
198,select,"At midday Monday , the 10-year note US10YT = RR had slipped 12 / 32 in price giving a yield of 3.16 percent from 3.12 percent .","Further out the curve , the benchmark 10-year note US10YT = RR shed 25 / 32 in price , taking its yield to 3.26 percent from 3.17 percent .",0
199,select,"Ghulam Mahaiuddin , head of administration in the southern province of Helmand , said the bus blast happened early in the morning , west of the provincial capital Lashkargah .","The bus blast in Helmand happened early in the morning in Nadi Ali district , west of the provincial capital Lashkargah .",1
200,select,"In Damascus , Syrian Information Minister Ahmad al-Hassan called the charges "" baseless and illogical "" .","In Damascus , the Syrian Information Minister , Ahmed al-Hassan , dismissed the claim .",1
201,plot,"New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002 .","In 2001 , there were 6.5 million high-tech jobs in the United States .",0
202,plot,"Based on experience elsewhere , it could take up to two years before regular elections are held , he added .","U.S. military officials have said it could take up to two years before regular elections are held , based on experiences elsewhere in the world .",1
203,plot,"Peterson , 31 , is now charged with murder in the deaths of his 27-year-old wife and their unborn son .","Peterson , 31 , is charged with two counts of first-degree murder in the slayings of his wife , Laci , and their unborn son , Conner .",1
204,plot,"Analysts ' consensus estimate from Thomson First Call was for a loss of $ 2.08 a share , excluding one-time items .",The estimate of analysts surveyed by Thomson First Call was for a loss of $ 2.75 a share .,0
205,plot,"Deaths in rollover crashes accounted for 82 percent of the number of traffic deaths in 2002 , the agency says .","Fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , NHTSA said .",0
206,plot,It marked the fourth straight week and the ninth time this year that rates on this benchmark mortgage fell to an all-time weekly low .,"Mortgage rates around the country fell again this week , the ninth time this year rates have hit an all-time low .",1
207,plot,Her body was found several weeks later in the Green River .,"Aug. 15 , 1982 : Remains of Chapman , Hinds and Mills are found in the Green River .",0
208,plot,"Close behind was India , 14.3 percent , followed by Thailand and the Philippines .","The largest supplier of medicines was Canada , followed by India , Thailand and the Philippines .",0
209,plot,"The National Transportation Safety Board has subpoenaed Gansas , arguing his immediate testimony remains critical to its investigation .","The National Transportation Safety Board had subpoenaed him , but he initially ignored the order .",0
210,plot,"He characterized the hostile bid as "" atrociously bad behavior from a company with a history of atrociously bad behavior . ""","Conway called the move "" atrociously bad behaviour from a company with a history of atrociously bad behaviour . """,1
211,plot,"Goodrem , 18 , announced on Friday that she was suffering Hodgkin 's disease , a curable form of lymphoma cancer .","It was announced on Friday that Goodrem had been diagnosed with Hodgkin 's disease , a form of cancer which affects the lymph nodes .",1
212,plot,"Strikingly , the poll saw little difference between women and men in their feelings towards Mrs Clinton .","Strikingly , the poll saw very little difference between women and men in their feelings about the former First Lady .",1
213,plot,"There was no way the man could hear him , but he turned in the rescuers ' direction , forlorn , hopeless .","There was no way the man could hear him , but he turned and mouthed something .",0
214,plot,Tony Blair has taken a hardline stance arguing nothing should be done to lessen the pressure on Mugabe at the gathering in the capital Abuja .,The Prime Minister has taken a hardline stance arguing nothing should be done to lessen the pressure on Mugabe .,0
215,plot,The two Democrats on the five-member FCC held a press conference to sway opinion against Powell and the two other Republicans on the panel .,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell .,0
216,plot,"Most economists had expected a more dire report , with many anticipating the fifth month of job losses in six months .","Most economists had been expecting a far more dire report , with many expecting to see the fifth month of job losses in six months in September .",1
217,plot,"Shares of Berkeley , California-based Xoma dropped $ 1.49 or 27 percent , to $ 4 in Instinet trading .","Shares in Berkeley-based Xoma lost 77 cents , or 14 percent , to close at $ 4.72 each in trading on the Nasdaq Stock Market .",0
218,plot,"Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , did not answer his phone Wednesday afternoon .","Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , was not available for comment .",1
219,plot,"Levin 's attorney , Bo Hitchcock , declined to comment Friday .","Hitchcock has declined to comment on the case , as has Levin .",0
220,plot,"Resigning along with Brendsel was Vaughn Clarke , the company 's executive vice president and chief financial officer .","Chairman and chief executive Leland Brendsel and Vaughn Clarke , the company 's executive vice president and chief financial officer , resigned .",1
221,plot,"Five alternate jurors were also chosen , with a final one set to be selected Friday morning from the panel .","Five alternate jurors also were selected , with a sixth alternate to be picked on Friday .",1
222,plot,"Clinton did not mention that two Democratic senators , Charles Robb of Virginia and Wendell Ford of Kentucky , voted to shelve the McCain bill .","Two Democrats , Sen. Charles Robb of Virginia and Wendell Ford of Kentucky , voted with the 40 Republicans .",0
223,plot,"Under the program , U.S. officials work with foreign port authorities to identify , target and search high-risk cargo .","Under the program , US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States .",1
224,plot,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",1
225,plot,The hearing is to determine whether there is enough evidence to order Akbar to a general court-martial proceeding .,The purpose of the hearing is to determine whether Akbar should be court-martialled .,1
226,plot,"Freeman 's civil hearing may be , on the surface , about a driver 's license .",Freeman said not having a driver license has been a burden .,0
227,plot,""" No data exists to indicate that the situation with repair stations poses a safety concern . ""","However , FAA spokeswoman Kathleen Bergen said no data indicate that the situation poses safety problems .",1
228,plot,"Five more human cases of West Nile virus , were reported by the Mesa County Health Department on Wednesday .","As of this week , 103 human West Nile cases in 45 counties had been reported to the health department .",0
229,plot,"It will cost about $ 20,000 per eight-week course of treatment , comparable to other injected cancer therapies , a spokeswoman said .","It will cost about $ 20,000 per average course of treatment -16 to 17 weeks .",0
230,plot,The airline says only Robert Milton is taking a 15-per-cent reduction in pay .,"The airline 's pilots , for example , are taking a 15-per-cent cut .",0
