idx,usage,english,french,ground_truth_label
122,select,Question No 43 by (H-0045/00):,Il est clair que les activités qui se sont déroulées à cet endroit sont en infraction flagrante avec les directives européennes.,1
123,select,KFOR and the UNMIC police consider one of their two main tasks to be preventing any form of maltreatment on the grounds of a person' s ethnic origin.,"Malheureusement, ces derniers temps, nous assistons à la disparition de toutes les minorités - Serbes, Roms, Turcs, Croates, - du Kosovo et l'on se demande ce qui va se passer.",1
124,select,"Finally, in this time of natural disasters, I would just like to mention the issue of the use of Structural Funds.","Enfin, en cette période de catastrophes naturelles, je voudrais tout de même évoquer la question de l'emploi des Fonds structurels.",1
125,select,Andersson report (A5-0033/2000),C'est une conséquence naturelle de la coopération au sein de l'UE.,0
126,select,This goes to show just how topical this subject is.,"Déjà aujourd' hui, la société de l' information fabrique des réseaux sociaux, développe de nouvelles expériences culturelles, suscite des lieux de débats politiques et d' opinion.",0
127,select,Berend Report (A5-0107/1999),Ce fait se trouve évidemment à l'origine d'une réduction sensible du niveau du PIB par habitant de l'Union.,1
128,select,". (DA) Tourism is a significant source of international understanding and an important part of the labour market, which ought to be promoted and encouraged.","Monsieur le Président, Mesdames et Messieurs, je voudrais vous remercier sincèrement pour ce débat, que j' ai globalement ressenti comme encourageant et qui montre que cette Assemblée approuve largement la politique des États membres et de la Commission.",0
129,select,"We also consider it impossible to combat racism, antisemitism or xenophobia without making people into citizens and without detaching them, at least in political terms, from their membership of ethnic groups, or minorities to use the current term. We are seeing the re-emergence of this minority concept, not only in various reports of the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs, but also, very dangerously, in our own policies, such as that conducted in Kosovo.","C'est à bon droit que nous critiquons les violations des droits de l'homme et les discriminations dans les pays candidats, que ce soit en Turquie ou dans certains pays d'Europe orientale, pour ce qui est des Roms et d'autres minorités, mais c'est précisément pour cela que nous devons avoir un comportement exemplaire en matière de droits de l'homme au sein de l'Union européenne.",1
130,select,"People have the gall to say they benefit from the Lomé Convention, but even looking at trading relations alone, the Lomé Convention has done nothing to protect those countries; their already feeble share in trade with Europe has been halved.","Dans quelques semaines, l' Assemblée paritaire ACP-UE se réunira à nouveau et je suis convaincu que ce sujet sera traité à cette occasion.",1
131,select,"I understand that there is no argument about the fact that the Council declaration, on the next sitting of the United Nations Commission on Human Rights, is not going to include the declaration on the 50th anniversary of the Geneva Conventions, and that this declaration has been proposed for the plenary part-session in March, so that it may be delivered in a solemn and formal way.",b) Séances des 1er et 2 mars 2000 à Bruxelles,1
132,select,Jackson resolution (B5-0227/2000),Les conservateurs britanniques sont au premier rang de ceux qui s'efforcent d'améliorer les droits de l'homme un peu partout dans le monde.,1
133,select,Resumption of the session,"Ce matin, la BBC a rapporté qu'un député britannique de cette Assemblée, qui occupe un poste élevé au sein de sa délégation, continue de fournir des conseils stratégiques à des clients privés sans déclarer toutefois au registre des intérêts financiers de qui il s'agit.",1
134,select,"Mr President, first I want to compliment the rapporteur, Charlotte Cederschiöld, on drawing up this report, which is an excellent point of departure for increasing protection by penal sanctions against counterfeiting in connection with the introduction of the euro.","En outre, cette nouvelle question m'a amené à solliciter les commentaires du président de l'Office de l'harmonisation dans le marché intérieur, c'est-à-dire le bureau d'Alicante, et je peux donc communiquer à l'honorable parlementaire, au nom de l'Office, les éléments suivants :",0
135,select,Question No 42 by (H-0026/00):,"Nous avons besoin d'un corps d'intervention civile au Kosovo, aujourd'hui, pour surveiller ce qui se passe, pour dire aux militaires, aux policiers, ce qu'ils doivent faire, sinon c'est tout ce que nous avons fait en Bosnie, tout ce que nous avons fait au Kosovo, qui sera contredit par la réalité d'un pays qui s' enfonce de plus en plus dans la violence.",0
136,select,(Applause),Nous avons également été des contributeurs substantiels à l'aide au développement via le programme TACIS en faveur de l'Arménie.,0
137,select,Statement by the High Representative for Common Foreign and Security Policy,"Je suis dès lors d'avis que l'invitation expresse reprise au point quatorze du rapport Belder, et qui appelle à la poursuite des mesures d'intégration de la minorité russe, n'est pas nécessaire.",0
138,select,"Therefore, Madam President, I would ask you to request that the Commission express its opinion on this issue and that we then proceed to the vote.","Je vous prie dès lors, Madame la Présidente, de demander à la Commission de s'exprimer maintenant et que l'on procède ensuite au vote.",1
139,select,"Moreover, I have taken note of the request made by the Committee on Economic and Monetary Affairs to codify the entire text, once it has been approved - Amendment No 7 of the first proposal and Amendment No 22 of the second proposal.",C' est pourquoi l' ancrage législatif du principe de l' égalité de traitement reste nécessaire sur toute la ligne.,0
140,select,Let me give you three examples.,"Déjà lors de l' autre période de session, j' ai demandé à ce que la question soit discutée et cela me surprend que l' on ait pu passer un mois sans que nos amis socialistes ne s' accordent avec nous sur une motion, parfaitement acceptable, étant donné que nous en partageons les bases fondamentales.",0
141,select,It is therefore too early to say what should be legally binding.,C' est pourquoi nous interpellons la Commission avec cette résolution claire et nette l' invitant à mettre au point des instruments concrets.,0
142,select,Davies report (A5-0062/2000),"Monsieur le Président, par le biais de la consolidation de directives existantes, cette directive-cadre établit les principes de base pour une politique durable de l'eau au sein de l'union européenne.",0
143,select,"Madam President, on a point of order.","Madame la Présidente, c'est une motion de procédure.",1
144,select,Therefore Europe must be clearly committed to the Kyoto Protocol and make specific proposals.,"50, c'est exactement le niveau de développement de la région où j'habite, les Açores, l'une des régions définies comme ultrapériphériques dans les Traités.",0
145,select,"Thank you, Mr van Velzen.",Rapport McNally (A5-0082/1999),1
146,select,"Mr President, the proposal we are discussing has a huge amount of advantages, mainly in the interests of preventing waste and encouraging re-use, the recovery and recycling of components and the recovery of materials, etc. I think we have tabled a sound proposal.","Certaines entreprises sont devenues des entreprises de pointe car elles sont à même de recycler certains matériaux, parfois même des matériaux qui ne sont pas encore repris dans la directive.",1
147,select,"We must make a rapid, strong and united response.",Il faut donc réagir vite.,1
148,select,"Health care, child care and care of the elderly are clear examples of areas which are not obviously transnational.","À lire la communication de la Commission sur la protection sociale, animée de tant et de si bonnes intentions, on se demande si ses rédacteurs et les travailleurs européens vivent sur le même continent, dans la même réalité sociale.",1
149,select,Why?,"Face aux doutes que j' ai exprimés, le Président en exercice s' est toutefois engagé, dans le prolongement de ma question supplémentaire, à m' adresser, avant l' heure des questions de février, une lettre détaillant en quels lieux et selon quelles modalités ces informations étaient librement accessibles au public.",1
150,select,What exactly do you intend to liberalise?,"Si la Commission disposait d' éléments convaincants, prouvant, expérience à l' appui, qu' il faut aller plus loin dans la libéralisation, nul ne doute qu' elle les présenterait sans tarder.",1
151,select,Questions to Mr Bolkestein,"Cela dit, il faut se faire à l'idée qu'il y a de manière permanente des élections dans tous les pays de l'Union.",1
152,select,"I admit that, at present, the matter seems to be somewhat confused.","Je vous avouerai que, pour le moment, les choses me semblent un petit peu confuses.",1
153,select,"We know that waste incineration is a very difficult and highly technical area, but I think that a creditable piece of work has been done in connection with this report.","Malheureusement, notre société de consommation contribue à accroître le volume des déchets ménagers et les déchets industriels suscitent de plus en plus d'inquiétude.",1
154,select,I recognise the relevance of the arguments that Mr Souladakis has put forward.,", Commission. (EL) Voici un mois, la Commission a soumis une proposition pour l'égalité de traitement en matière d'emploi, conformément à la prescription du Traité concernant l'application de l'article 13.",0
155,select,"However, the Commission believes that the process of drafting the charter must yield a clear and concise text perfectly accessible to the European public, but which is also drafted in rigorous legal terms that can be accepted as legally binding.",Voilà le premier point que je voulais préciser.,1
156,select,Careful reading of the joint position will show that most of the concerns behind these amendments have been taken into consideration but following the structure of the regulation.,"Un point me semble vraiment essentiel, le fait que plusieurs propositions d'amendement - comme, par exemple, les propositions d'amendement 2 et 4 - soulignent la participation active des populations forestières et de la population indigène.",1
157,select,"Mr President, I welcome much, indeed most, of what has been said in this debate.","Comme tout le monde dans cette Assemblée, j'aspire à cet espace de liberté, de justice et de sécurité, mais je ne veux pas qu'il débouche sur une centralisation à outrance, le chaos et la confusion.",1
158,select,I would also ask the Commission to ensure that the environmental pillar of the EU' s policy is integrated into the projects submitted and that the goal of reducing CO2 for example forms an experimental added value in the projects proposed.,"Oui ou non, confirmez-vous l' accord qui a été pris par vos services en commission des budgets ou relâchez-vous cette conditionnalité, ce qui serait une rupture d' engagement vis-à-vis de nous ?",0
159,select,"Would the rapporteur be so kind as to inform us whether his version is the authentic version, for, if so, the meaning is the complete opposite to the Italian.",.,0
160,select,"Maritime Europe and the CFP must today demonstrate that, in addition to imposing constraints on fishermen, it is not unfamiliar with the concept of solidarity.",M. Swoboda a dit que nous devions donner à nos concitoyens l'impression d'une maison où ils se sentent vraiment chez eux et je lui donne raison.,0
161,select,"The most important amendment to the Commission proposal is the inclusion, as recommended by the rapporteur, of genetically-modified organisms in the directive on additives, taking the compromise negotiated between Parliament and the Commission on authorisation for GMOs outside the scope of the release directive as the starting point.","Certes, cinq des neuf types d'antibiotiques dont l'adjonction aux aliments pour animaux était initialement autorisée sont aujourd'hui interdits, mais il est extrêmement important que l'on interdise les quatre types restants.",1
162,select,"Mr President, before I came here for today' s sitting, I was watching Finnish television.","Continuons cette conquête et que ce nouveau siècle nous apporte la victoire, non pas sur les hommes, ni sur personne : la victoire de l'égalité entre les hommes et les femmes.",1
163,select,"This is why it is useful for the European Union to continue to support the Member States and, if necessary, give additional support under URBAN.","Madame la Présidente, au terme de ce débat extrêmement intéressant, je pourrais peut-être expliquer la répartition des tâches ou le partage du travail au sein de la Commission.",0
164,select,Question No 5 by (H-0158/00):,L'Union européenne a un besoin urgent de règles en matière de responsabilité environnementale.,0
165,select,The Heads of State and Government underlined that the joint policies on immigration and asylum to be developed on the basis of the Amsterdam Treaty should be founded on principles which are clear to the people and which offer guarantees to those seeking protection in the European Union or requesting access to its territory.,Eurodac,1
166,select,The question is: who prosecutes?,Qui est responsable lorsqu'on a à faire avec une structure qui traverse tant de frontières ?,1
167,select,"As another Member said, we must have a general debate on Angola and not just on the situation of certain journalists suffering repression in this country.",C' est pourquoi notre groupe restera aussi proche que possible de la position commune et ne modifiera en rien les points essentiels de cette position commune.,0
168,select,I agree with Mr Schulz.,"Naturellement, le domaine de l' éducation est également important et il convient d' apporter de grandes améliorations à l' éducation des enfants des immigrés et des Tziganes.",1
169,select,"Members of this House should not in these circumstances be in the least surprised that in these discussions, people in Scotland and other such countries are asking whether enlargement should not also take the form of admitting new Member States from within existing ones.","Pour avoir écouté M. le Premier ministre Guterrez, le ministre des Affaires étrangères, et vous-même, j' ai cette confiance dans l' ambition de la présidence portugaise et la manière très volontariste dont elle conduira cette négociation.",0
170,select,"Since I have been given the opportunity, let me confirm that one of the Commission proposals is to associate codecision directly to all measures decided by qualified majority as soon as legislative measures are involved.","Là encore, indépendamment de considérations idéologiques, nous avons redistribué les paragraphes de ce nouvel article 137 pour faire passer dans le champ de la majorité qualifiée tout ce qui touche, nous semble-t-il objectivement, au bon fonctionnement du marché intérieur : sécurité sociale et protection sociale des travailleurs, protection des travailleurs en cas de résiliation du contrat de travail, représentation et défense collective des intérêts des travailleurs et des employeurs, y compris la cogestion, les conditions d'emploi des ressortissants de pays tiers se trouvant en séjour régulier sur le territoire de la Communauté, et les contributions financières visant à la promotion de l'emploi et la création d'emplois sans préjudice des dispositions du Fonds social.",1
171,select,"Another matter we would like to address, specifically from the point of view of industrial policy, is that we would have liked the Commission to pay more attention to the effects of services, electronic commerce and the growing use of the Internet, when they were planning the coordination of Structural Funds and Cohesion Funds.","Le deuxième point sur lequel nous voulions attirer l' attention, précisément dans l' optique de la politique industrielle, c' est que nous aurions souhaité qu' en réfléchissant à la coordination des Fonds structurels et du Fonds de cohésion, la Commission attache une plus grande attention à l' incidence de la progression des services, du commerce électronique et de l' utilisation de l' Internet.",1
172,select,"Mr President, the Council and, I think, the Portuguese Presidency in particular, are extremely aware of the importance of the problems Mr Gallagher' s question raises and I would like to say that we have always paid the utmost attention to Community policies for the development of rural areas.",(Le Parlement marque son accord),0
173,select,We must leave raw materials so that local manufacturers can process them.,Rapport Ferrer (A5-0066/2000),0
174,select,The second recommendation in this report relates to assessing the legitimacy of the investigative measures undertaken by OLAF in the various European institutions.,"Sur ce point, je suis tout à fait d'accord avec le comité de surveillance et le rapporteur.",1
175,select,"As I have already said, we intend to present the communication before the end of the year, and we also intend to analyse, not only the particular issues affecting the sensitive areas, but also the possible concrete solutions in the field of more suitable infrastructures, funding, use and safety.","Évidemment, dans tous les cas de figure, l'élément ""impact environnemental"", compte tenu qu'il s'agit d'une zone sensible, comme je le disais un peu plus tôt en parlant d'un problème dans les Pyrénées, est un des éléments clés au moment de déterminer le projet concret et d'assurer le suivi de la réalisation même de ce projet.",1
176,select,"And that means statements and instruments, making all the instruments we have at our disposal available to help bring this process of self-determination to a satisfactory conclusion, assist Mr Baker, support the United Nations, call on the parties to respect the terms of the international resolutions and set in motion essential humanitarian cooperation.","B5-0276/2000, des députés Rod et autres, au nom du groupe Verts/ALE ;",1
177,select,Cederschiöld report (A5-0020/2000),"Cela équivaut à rendre parfaitement légal un système d' écoute européen, à l' instar de l' opération d' espionnage transatlantique ""Echelon"".",1
178,select,"Mr President, Commissioner, the proposal presented by the Commission, in accordance with its mandate, is a reasonable starting point for the Committee on Agriculture and Rural Development.","Monsieur le Président, Monsieur le Commissaire, Mesdames et Messieurs les Députés, la proposition présentée par la Commission, remplissant ainsi son mandat, est, de l'avis de la commission de l'agriculture et du développement rural, un point de départ raisonnable.",1
179,select,"However, it is still the responsibility of the Member States' management authorities to select the projects to be implemented within these CSFs.","Objet : Les fonds structurels et l'additionnalité À la lumière de la réponse utile récemment apportée par la Commission à ma question écrite prioritaire relative aux fonds structurels et à l' additionnalité, je souhaiterais savoir si la Commission envisage de faire modifier la réglementation en matière d' additionnalité.",1
180,select,Another new theme in the ACP-EU agreement is migration.,"Sans doute tous ces aspects ne manqueront pas d'apporter des contributions importantes au renforcement du rôle des politiques de développement dans le contexte de la politique extérieure de l'Union européenne, en ce qui concerne sa mise en uvre et son développement.",0
181,select,Employment issues are at present the core concern regarding tourism.,"Si nous pouvons éliminer les obstacles et diminuer le coût de création d'une entreprise, faciliter l'accès au financement et modifier l'attitude de la société pour qu'elle ait un esprit d'entreprise plus positif, je suis sûr que le secteur du tourisme sera le premier à en bénéficier.",1
182,select,Will the Commission remain silent?,"Objet : Financement par les fonds structurels de la recherche dans le domaine du nucléaire civil La Commission peut­elle confirmer que dans la dernière période de programmation des fonds structurels 1994­1999, aucun soutien n'a été alloué à la recherche dans le domaine de la fusion et de la fission nucléaire ?",1
183,select,"All these complex problems undermine the quality of life for our urban residents, yet we have the potential in these areas to create growth and prosperity.","La Commission doit donc fournir une information complète et transparente sur les critères de sélection utilisés pour les nouvelles initiatives urbaines, mais elle doit aussi fournir une information complète sur les réseaux de consultance utilisés pour réaliser les échanges de bonnes pratiques.",1
184,select,"This amendment is completely unacceptable and inappropriate as it seeks not only to retain the requirement for immediate compulsory slaughter of all fish but also to prevent any fish, whether diseased or not, from an affected farm from being sold and I must emphasise that under current policy no diseased fish are sold.","Un autre danger existe pour l' environnement aussi, car cette maladie est transmise aux poissons sauvages, comme nous l' avons vu.",1
185,select,The amendment to the directive is consequently in full accordance with the principle of subsidiarity; the Member States obtain more powers.,"Ce faisant, la modification de la directive s'inscrit pleinement dans l'esprit de subsidiarité ; les États membres bénéficiant de compétences accrues.",1
186,select,I agree with Mr Martínez when he stressed the importance of providing adequate protection and support for victims.,"Comme la commission pour l'emploi et les affaires sociales le souligne dans son avis, il est par conséquent nécessaire que la Commission tienne compte des synergies à utiliser dans pareil contexte, évitant par là même les doublons en terme de projets de financement.",0
187,select,"As Mr Simpson has said very correctly, this is a process which we can never take for granted or regard as having come to an end.","Comme l'a très bien dit M. Simpson, il ne faut jamais considérer que le processus est acquis, qu'il a abouti.",1
188,select,"Finally, although these measures are needed to guarantee social peace in our Member States, we must recognise that the fight against illegal immigration must be strengthened and the protection of the rights of the victims of the criminal networks organising such immigration must be guaranteed. Particular attention must be paid to the situation of women' s and children' s rights.",(Vifs applaudissements),0
189,select,The Group of the Party of European Socialists requests that a Commission statement be included on its strategic objectives for the next five years and on the administrative reform of the Commission.,"Le groupe socialiste demande d' inclure une déclaration de la Commission sur ses objectifs stratégiques pour les cinq ans à venir, ainsi que sur la réforme administrative de la Commission.",1
190,select,"Before an answer can be given, the following questions at least must be considered:","Les Pays-Bas offrent un modèle exemplaire dans le cadre duquel les automobiles sont traitées comme le veut la directive et la question de savoir si c'est à l'acheteur d'un véhicule neuf ou aux constructeurs de payer pour les véhicules actuellement en circulation n'a rien, strictement rien à voir avec l'écologie ; c'est une pure question de concurrence.",0
191,select,It is clear from some of the reports that have been presented to Parliament' s plenary sitting today that Europe' s 25 most prosperous regions enjoy a level of unemployment which is five times lower than in the 25 least prosperous regions.,"Dans certains rapports présentés aujourd'hui devant le Parlement, il apparaît clairement que les 25 régions européennes les plus prospères comptent cinq fois moins de chômeurs que les 25 régions les moins prospères.",1
192,select,I will give some examples shortly.,"Par exemple, la Commission, dans ses orientations à long terme, dit que l' objectif du développement durable doit se traduire en une solidarité forte, soutenue par une politique commerciale tenant compte des intérêts communs.",1
193,select,"I believe now is the right time for us to think back once again to a proposal put forward in this Chamber by a former fellow MEP of ours, Tom Spencer. He suggested that rather than giving storms the names of men or women, we should name them after the perpetrators of the greenhouse effect - he proposed the oil companies at the time.","Monsieur le Président, je tiens moi aussi à féliciter le rapporteur, Mme Cederschiöld, pour le travail très sérieux qu' elle a réalisé.",0
194,plot,The precautionary principle must therefore apply in the absence of scientific certainty.,.,1
195,plot,Before leaving this area I would add that we agree with the rapporteur that the existing internal audit function must be maintained pending the establishment of the new independent internal audit service in a matter of months.,"Une réponse sérieuse aux dénonciations, une confidentialité au stade de départ et une protection de la carrière seront garanties pour ceux qui signaleront des dysfonctionnement de bonne foi et qui ne compromettront pas les enquêtes par des révélations inopportunes.",1
196,plot,"It is the Cypriot Government, Mr President-in-Office, not the government of Nicosia.","Quant au montant qui figure dans le rapport Brok - 130 millions d'euros - je tiens à déclarer, au nom du groupe libéral, que nous devons d'abord négocier le volume de ce montant.",1
197,plot,"I recommend that Lisbon Summit take three decisions in this regard: firstly, on a strategy for lifelong learning, with the establishing of an agenda for eradicating child poverty, both financial and intellectual impoverishment; secondly, on preparing European society for the European research area; thirdly, on implementing a working methodology and coordination procedure which is open and based on our social and economic policies, and is accompanied by concerted assessment of our national plans.",Pourquoi ?,0
198,plot,What are the weaknesses in the current eco-label regulation which have given rise to today' s unsatisfactory situation?,"L'expérience du système Svanen (le cygne), qui a cours dans les pays nordiques et est lui-même inspiré du Blauer Engel (l'ange bleu) allemand, montre que l'étiquetage environnemental des produits est un moyen très important et efficace pour obtenir de nos concitoyens qu'ils modifient leurs habitudes de consommation et achètent selon des critères écologiques.",1
199,plot,"The new INTERREG programme, in the form in which we have received it, takes into consideration the needs engendered by enlargement to the countries of Eastern and Central Europe and to island regions and most remote regions.","En favorisant une coopération transfrontalière, transnationale et interrégionale, cet instrument transversal est l' incarnation même d' une politique régionale de dimension européenne favorable à un aménagement harmonieux et équilibré du territoire communautaire.",1
200,plot,I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,"À mon sens, le principe de stabilité relative est un principe juridique fondamental de la politique commune de la pêche et toute proposition le bouleversant serait juridiquement irrecevable.",1
201,plot,"This is why it was justifiable to set up a system of aid to this sector with the aim of ensuring the survival of successful businesses, even if this was in contradiction of Article 4 of the ECSC Treaty.","L'espace rural doit vraiment être considéré comme une ressource dans laquelle il faut investir de plus en plus, en incitant les jeunes à rester dans les régions rurales pour en éviter la destruction économique et sociale.",0
202,plot,"Women are the prime victims of armed conflicts but are under-represented in peace-keeping efforts, conflict resolution and reconstruction work.",EXPLICATIONS DE VOTE,0
203,plot,I hope that this proposal will be another important step in this direction and that is why I especially want to thank the rapporteur Mrs Myller for her valuable work.,La Commission examinera la question de savoir si d'autres propositions de ce type doivent être faites à l'OMI et si des actions internationales sont nécessaires en matière d'émission provenant d'avions.,1
204,plot,That is important.,VOTES,0
205,plot,"That is why I will only believe that there is any point to having this debate today if what we are all saying today, and what the Commissioner has announced here, actually leads to legislation being produced; in other words, if you all go and say to your Heads of Government and Ministers: ""you must push this through in the Council of Ministers"" .","Naturellement, nous avons besoin de navires à double coque.",1
206,plot,(The sitting was closed at 12.25 p.m.),"B5-0159/2000 des députés Gasòliba i Böhm et Sánchez García, au nom du groupe du parti européen des libéraux démocrates et réformateurs, sur les incidents racistes et xénophobes à El Ejido (Espagne) ;",0
207,plot,Does section 11(1) conceivably authorise the following practice.,"Par exemple, comment combiner les tentatives visant à briser l' isolement social et la discrimination quasi généralisée des Roms avec la préservation de l' identité Rom ?",0
208,plot,"We do need to obtain, from the Commission and the Council, in other words from each of the governments forming the Union, a clear, positive or negative, political stance. They must indicate whether they are ready to defend, within competent public bodies such as the International Monetary Fund in the first instance, the appropriateness of such a tax within the other instruments needed to stabilise the international monetary system.",Produits de cacao et de chocolat (suite),0
209,plot,McCarthy report (A5-0026/2000),"Madame la Présidente, on a beaucoup parlé, ces derniers temps, de l'élargissement de l'Union européenne.",0
210,plot,"That is the same as a single, medium-sized, German opera house' s expenditure over the same period, when here in Europe this sum has been earmarked for 29 countries over a period of five years!","Madame la Présidente, celui qui a l'honneur, comme moi, de présider la commission de la culture ne peut que partager les remarques des divers collègues et féliciter le rapporteur, la commissaire, Mme Reding, avec qui il a travaillé et ceux qui, également lors de la conciliation, ont connu des difficultés et qui ont lutté contre le Conseil, comme vous l'avez entendu.",1
211,plot,"Finally, I would like to conclude this speech by drawing attention to the set of measures already adopted in the Council of the European Union and the various Community actions it has implemented.",Voilà pour l'aspect politique.,0
212,plot,VOTE,On a parlé de la défense de ces droits de l' homme et je voudrais insister à présent sur l' idée que la proclamation des droits de l' homme a pour corollaire la possibilité de son exercice.,0
213,plot,The European Parliament has relayed their concerns and they have been heard.,Rapport Stenzel (A5-0034/2000),1
214,plot,Welcome,"la contribution des projets soutenus à la durabilité des activités socio-économiques, et par conséquent à la création d' emplois.",1
215,plot,"I just want to outline some of the issues that we, as Socialists, have put down as amendments.","Même si nous n'entendons rien d'autre, nous savons que les reformes que nous attendons vont dans la bonne direction.",1
216,plot,We therefore respect whatever Parliament may decide.,"Par conséquent, nous respectons les décisions que pourrait prendre le Parlement dans ce sens.",1
217,plot,"Now, finally, the EU' s position is, of course, such that we can achieve high growth and seriously take up the fight against unemployment without jeopardising objectives such as price stability and a balanced budget.",J'espère aussi que le vote ne sera pas un coup dans l'eau et deux points sont tout à fait essentiels pour moi à cet égard.,0
218,plot,"In principle, I believe that in many cases where transport is concerned we should be working towards increased flexibility and country-specific rules.","Une UE flexible qui se concentre sur des domaines moins nombreux, mais essentiels et qui respecte les différences nationales et les démocraties nationales a plus de chances d'englober beaucoup plus de pays.",0
219,plot,CITES,La Commission multiplie les interventions diplomatiques pour parvenir au nombre de ratifications qui lui permettrait de jouer un rôle plus actif dans le cadre de la CITES.,1
220,plot,.,"En réalité, il s'agit de renforcer le pouvoir exécutif, de développer les annexions au libéralisme des pays de l'Est et de relancer la militarisation de l'Europe en augmentant notamment les budgets militaires.",1
221,plot,"It is clear that we must redefine the role of Europe in the world economy, creating a competitive Europe, opening the way to new and better jobs and organising this process with an appropriate strategy for social cohesion.","Si la Commission Delors nous a conduit de l'Acte unique au Traité sur l'Union et à un vaste élargissement de la Communauté européenne, j'espère que la Commission Prodi sera la Commission de l'Europe sociale, la Commission qui veillera à ce que le développement économique ne s'accompagne pas de discriminations sociales mais de progrès social.",0
222,plot,Obviously we all have different approaches which is demonstrated by our debate and the motions for a resolution tabled at the beginning.,"Face à cette mondialisation néolibérale, sous la domination des marchés financiers, l'exigence, dont notre demande témoigne, grandit, d'une autre idée du monde selon laquelle la loi commune serait celle que dicte le devoir de solidarité dans un monde de plus en plus interdépendant.",1
223,plot,"We must therefore welcome the fact that the Helsinki European Council put an end to the speculation and stated in its conclusions, and I quote, that ""If no settlement has been reached by the completion of accession negotiations, the Council' s decision on accession will be made without the above being a precondition"" .","De ce point de vue, l' autre décision d' Helsinki, à savoir la reconnaissance de la candidature de la Turquie à l' Union, confère aux Quinze une responsabilité nouvelle en même temps qu' elle lui offre des possibilités nouvelles. Son dialogue avec Ankara peut et doit, à mes yeux, intégrer la volonté déterminée d' obtenir de la Turquie qu' elle montre vis-à-vis du dialogue entre les deux communautés chypriotes une attitude constructive, respectueuse de la légalité internationale et permettant d' aboutir à une Chypre réunifiée et à la paix en Méditerranée orientale.",1
