idx,usage,english,french,ground_truth_label
122,select,This war must be stopped.,"Sur la base d'un rapport, Global Witness, l'organisation de défense des droits de l'homme, conclut que les gouvernements occidentaux ferment les yeux sur activités de Dos Santos car ils quémandent de juteux contrats pétroliers.",1
123,select,"Indeed, it should be possible for a third-country subject who has legal status in a Member State to be admitted to other Member States too.","D'un côté, il y a les intérêts de l'économie et de l'individu.",1
124,select,"We will be producing a communication shortly on an issue which this Parliament feels passionately about, that is, how we can ensure that election observation is conducted as comprehensively and sensibly as possible without diminishing the integrity of the institutions which do it.","À mon avis, il n'est vraiment pas trop ambitieux si nous partons du principe qu'en l'an 2020, nous ne déverserons plus de polluants dans l'eau et que nous nous efforcerons d'atteindre d'ici là le niveau zéro en matière de polluants et de substances toxiques.",0
125,select,All this creates fertile ground for the rise in forms of racism.,Le vote aura lieu jeudi.,0
126,select,"It also means that the policy regarding frequencies in Europe will need to be reviewed and we will need to take a more strategic approach based on economic principles, as you have suggested, Commissioner.",La proposition de la Commission vise à créer cette égalité via ce que l'on appelle la libéralisation du marché.,1
127,select,on the electoral process in Peru.,"À présent que la guerre est pratiquement terminée, nous avons un devoir : accéder aux victimes et les aider à reconstruire.",1
128,select,"The time has come to discuss, and then establish, a body for emergency civil protection in Europe.","Madame la Présidente, Mesdames et Messieurs les Députés, nous sommes face à tous ces grands enjeux politiques, mais aussi, justement en raison de la relance qui s'est amorcée, à de grandes possibilités.",1
129,select,The Commission' s proposal makes a distinction between derivatives dealt in on regulated markets and derivative instruments not dealt in on regulated markets (so-called OTC derivatives).,"Nous parlons tous des citoyens qui sont secoués par les scandales, qui ont perdu confiance dans la sûreté des aliments.",0
130,select,"Secondly, and I am sure that the honourable Member recognises this as well, some of the tragic stories to come out of Kosovo in recent weeks have not been about child mortalities during carriage of a baby, but child mortality after a healthy baby has been born.",Cela constitue une composante cruciale du système de vérifications et contre-mesures permettant de garantir que les État membres et les opérateurs respectent la législation communautaire.,0
131,select,"As long as the economy does not weigh up the needs of all in a democratic way but is more concerned with making a profit for the benefit of a few, it is questionable as to whether democracy functions better under the rule of employers than under the rule of local councils.","Objet : Coût agricole de l'élargissement Au vu des dernières études et estimations, quel sera le coût du prochain élargissement de l'Union européenne pour l'agriculture ? Comment se répercutera son impact ?",0
132,select,Parliament' s recommendation on second reading contains two amendments.,"La Commission ne soutient pas les amendements 1, 2, 3, 5, 6, 8 et 12.",1
133,select,"The recommendation under consideration today seeks to authorise the Governing Council to effect further calls of foreign reserves, raising the ceiling to EUR 100 billion.",Le rapport ne contient pas ce qu'annonce son titre.,0
134,select,"Yes, I am in favour of such a tax, but it is not what we are going to vote on tomorrow.","En d'autres termes, les garanties ne sont pas complètes.",0
135,select,"As an integral part of a value-added structure, the White Paper proposes that the authority would have a major role in risk communication: to disseminate complex scientific information in a consumer-friendly way; to be the obvious and indispensable port of call for the most up-to-the-minute data on risk; to be highly visible; to tell the good news story about food; to be proactive.",Il est essentiel d'envoyer au monde extérieur le signal approprié sous la forme de cette recommandation.,0
136,select,"In my opinion and in the opinion of my Group, this directive is due for re-evaluation, particularly in the light of a significant study published in 1997 by the Dublin Foundation.","La Commission a pris à plusieurs reprises cet exemple : ""de la fourche à la fourchette"". Notre collègue du PPE l'a souligné tout à l'heure.",0
137,select,"The EU and the ACP states will initiate the process aimed ultimately at defining, within a framework to be negotiated with each and every ACP country, the ways and means of repatriating immigrants illegally present on the territories of each party.",C'est dans ce contexte mondial mouvant que nous devons nous situer.,1
138,select,And what are the nearby African countries doing?,"En outre, 1,4 million d'euros au titre de la ligne budgétaire pour la sécurité alimentaire ont été directement mis à la disposition du gouvernement mozambicain et de la délégation de la Commission.",1
139,select,"Why cannot we just be satisfied with the common position currently tabled? If we are, then all that remains for us to do is to congratulate the Council on the result achieved.","Parce qu' elles ont moins de chances, un autre niveau d' instruction, qu' elles se heurtent à des obstacles sociaux, qu' elles ne disposent jamais d' assez de temps pour s' occuper des affaires publiques.",0
140,select,"That was the charm of LEADER, and that should please not be lost!","Pourtant, on néglige les acteurs locaux du développement, préférant discuter avec les gouvernements nationaux, subventionner les ONG du Nord aux dépens des programmes locaux et des ONG du Sud.",0
141,select,A second argument for keeping the dismantling of cars out of the manufacturers' clutches is the cost of transport.,Des relations économiques normales avec l'UE ne sont pas pensables sans la reconnaissance des principes démocratiques.,0
142,select,"However, further to the directive on common rules for Community postal services, the Commission has undertaken studies which have not been forwarded to the European Parliament. We are therefore unaware of the impacts of the directive' s application on either the level of service provided to the people or the current European postal operators in terms of both economics and employment.","Cette étude dure beaucoup trop longtemps, et nous estimons qu' il est important d'enfin accélérer la cadence.",1
143,select,"The processes which have been put in place, by common agreement, to improve levels of employment, boost economic renewal and increase social cohesion within the territory of the Union are extremely important.",Nous sommes attachés au dialogue et nous sommes prêts à collaborer avec toutes les personnes désireuses de trouver une solution démocratique pour le Pays Basque.,0
144,select,"So our opinion stresses two key points which the rapporteurs, moreover, seem to share.","Un : si nous ne réunissons une instance aussi originale que pour codifier le droit existant à la lettre près, je crois que ce n' était pas la peine de concevoir cet organisme nouveau.",1
145,select,That is very welcome and I also believe that our village governance programme should help to promote democracy at grassroots level.,"Par conséquent, comme la dernière fois, nous avons consulté les partis de gauche mexicains sur la manière de voter - nous avions choisi l'abstention -, cette fois nous ne pouvons même pas nous abstenir, car je crois qu'il convient de lancer un signal au gouvernement mexicain ; un signal amical, un signal de solidarité, afin qu'il prenne sérieusement en considération le respect des droits de l'homme, le respect des accords de San Andrés et la retour à la normalité démocratique, comme établie par notre clause démocratique.",0
146,select,I am delighted to be participating in the work of this House and to be informing you about the work which is being carried out collectively by all the countries and with the Commission. This work has one clear objective of allowing our European Union to participate as effectively as possible in the international sphere in peacekeeping operations.,La troisième lourde charge qui pèse sur vos épaules est la garantie du contrôle parlementaire.,1
147,select,"During the trialogue held on 6 October 1999 in Strasbourg, the Presidents of the European Parliament and the Commission approved the idea of concluding this agreement soon.",Ceci n' est pas formulé de manière aussi claire dans le texte allemand.,1
148,select,- The European Parliamentary Labour Party voted against Amendment No 7 because we do not feel that a reference to the supposed 'Echelon' network is appropriate to this report.,C' est une bonne initiative. Nous nous sommes dès lors également exprimé en sa faveur.,0
149,select,"In my opinion, the best thing the Council could do would be to cease occupying that part of Yugoslavia and search for a solution acceptable to all sides, with respect for the various national characteristics in the area and especially respect for the principle of non-intervention in the internal affairs of another, independent country.",La stabilité de la Macédoine est étroitement liée aux développements dans les pays voisins.,0
150,select,"I can certainly see that it has its shortcomings in failing to undertake a sufficiently rigorous analysis of macroeconomic policy within the European Union, and it is this policy which stands in the way of the aforementioned solidarity-based revival of the European social state, model.","Nous avons à nouveau proposé quelques amendements qui étaient tombés en commission, en particulier, notre souhait d'une révision des codes de conduite, notamment en vue d'inclure la référence au mérite et à la capacité de gestion que vous, Monsieur le Commissaire, aviez accepté d'inclure ­ au cours des auditions de septembre dernier ­ dans ces codes de conduite, notamment dans le cadre des nominations et des promotions.",0
151,select,"It is the central part of our reform. Our staff are the Commission' s best asset, its richest resource.","La Commission n'est pas et ne sera pas un secrétariat, de quelque type que ce soit, et toutes les institutions le savent très bien - tout le monde l'a bien compris.",1
152,select,This is in place too.,La Commission doit maintenant nous présenter un programme de réformes plus ambitieuses et plus fondamentales.,1
153,select,There is too little action and too much unnecessary bureaucracy.,Nous devons conserver une certaine forme de contrôle anticipé en matière de dépenses.,1
154,select,"The Commission can accept in principle Amendments Nos 2, 3, 5, 7, 10, 12, 14, 17, 20, 22, 24, 25, 26, 30, 32, 35, 36, 37, 38, 50, 55, 56, 57, 58, 63, 69, 73, 79, 86, 89, 96, 99, 106 and 108.",Je suis d' autant plus satisfait qu' il s' agissait d' une de nos principales demandes figurant dans notre rapport de suivi sur la crise de la vache folle.,1
155,select,"Mr President, the Intergovernmental Conference mandate needs to be widened.",La Commission ne peut accepter l'amendement 10.,0
156,select,"However, I should like to affirm that it is exactly as I said, namely, that prices have fallen in areas where there is competition, whereas they have risen where there is still a monopoly.","Je ne suis pas d'accord avec le point qui demande que la Commission intervienne à l'encontre de ce qu'on appelle la concurrence déloyale entre les systèmes sociaux et fiscaux si une telle intervention est destinée à freiner les innovations, l'évolution et l'amélioration de l'efficacité de nos systèmes sociaux ou si elle vise à empêcher une diminution de la pression fiscale trop élevée dans de nombreux États membres.",0
157,select,"This was the impression I received when I first became President of the Commission, and it has been confirmed by observation during my daily work.","C'est ce que les citoyens sont en droit d'attendre, et c'est ce que les personnes qui travaillent pour la Commission veulent faire et feront.",1
158,select,"There will also be evidence of the fact that we have taken heed of the representations made in this House particularly in the Committee on Budgetary Control, and that is significant in respect of the use of ex ante visas in Directorates-General.","Il faut d'abord établir des règles générales, des certitudes institutionnelles et ensuite, seulement, l'on pourra procéder à l'établissement de conventions pratiques.",0
159,select,"The second theme emphasised in my report is to positively welcome diversity as a source of social vitality, economic prosperity and international influence.",Ni l'extrême gauche ni l'extrême droite n'ont répugné - et ne répugnent toujours pas - à employer ce moyen de lutte politique odieux et pernicieux.,1
160,select,"We find ourselves dealing with some very serious events, which in the past seemed to be the norm.","Je crois que nous devons certainement protéger les intérêts de la Communauté et son image, ainsi que les relations avec les contribuables, lesquels constituent un élément essentiel de la vie de cette Communauté.",1
161,select,We have failed to educate against the problems and the scourge of racism and xenophobia.,"Pour terminer, je voudrais attirer votre attention sur le chiffre de l'aide internationale.",0
162,select,"Mr President, I should like to express my substantial agreement with the point just made by Mr Napolitano.",Ils m' ont clairement fait comprendre que les arguments portants par exemple sur le manque de sécurité étaient totalement non fondés.,0
163,select,"All the same, in spite of this asymmetry, Community producers will clearly be in a much better position to compete in the Mexican market than they have been up to now.","Monsieur le Président, nombre de personnes - également au sein de cette Assemblée, comme l'atteste le présent débat - entendent réserver un traitement de faveur au mariage et à la famille, offensant et discriminant publiquement toute personne qui opte pour un autre choix dans sa vie privée.",0
164,select,"Firstly, programmes must be more closely targeted at the rehabilitation of tropical forests.","J'ai par ailleurs, Madame la Présidente, déposé de nombreux amendements qui visaient à la suppression des paragraphes successifs que vous aviez proposés.",0
165,select,Can I say to her that the mechanisms that we are going to introduce of strategic planning and programming facilitated by activity-based management may sound to be immensely dry and completely bereft of any idealism.,L'inertie découlerait seulement de l'anxiété et nous faisons tout ce que nous pouvons en termes de soutien et de formation pour réduire le risque que cela se produise.,1
166,select,"We have not done this so far, and this is something you ought to be instrumental in changing.","Je vous communique que j'ai reçu, conformément à l'article 40, paragraphe 5, du règlement une proposition de résolution.",0
167,select,"Enlargement appears to be an end in itself, but unless decisions are made on a social policy, a common value and an institution to strengthen the cohesion and democratisation of the Union, the Europe bequeathed to us at the end of Mr Prodi' s presidency may well be a simple common market area within the context of generalised globalisation, rather than the community of destiny which we hope for.",Le rapport arrive juste après que nous sommes parvenus à un accord sur la reconduction de la Convention de Lomé existante qui arrive à expiration à la fin du mois.,1
168,select,The process does not require a chemical sewage plant.,"Mais ce n'est que quand chaque pays aura fait le maximum pour conserver ses ressources hydriques, quand vraiment tout sera accompli au niveau national, ce n'est qu'à ce moment, je crois, qu'il devrait être nécessaire de réfléchir à une utilisation solidaire de l'eau.",1
169,select,"In its proposal for a directive, the European Commission proposes quantified national emission ceilings, which must be met by 2010 for the four pollutants I have just mentioned.",Nous acceptons partiellement les principes sous-tendant l'amendement 12.,1
170,select,This charter must make every effort to develop our definition of European citizenship based on the idea of residence.,Nous avons déposé un amendement à ce sujet.,0
171,select,"As an academic, a teacher of the languages and civilisations of the Far East prior to my entry into politics and the former dean of a faculty where twenty-eight foreign languages and civilisations were taught, I do not regard myself as a xenophobe.","N'est-il pas plus qu'ironique de constater que les questions du droit d'asile et de l'immigration, inscrites au rang des priorités majeures de l'ordre du jour politique en Europe, aient trouvé un écho aussi clair dans le rapport ?",1
172,select,I hope that the Commission is able to accept this amendment.,"Nous voulons que l'on parle des adultes, pas seulement des jeunes, que l'on parle des collectivités défavorisées, nous voulons que vous rappeliez l'égalité des chances.",0
173,select,Large design margins are being provided in order to ensure safe operation of the plant according to the environmental conditions of the site.,"Dans le même temps, elle cherche à acquérir, auprès du Canada, des réacteurs de la filière Candu, lesquels, comme il s'est avéré, ont permis au Pakistan et à l'Inde de se doter d'armes nucléaires.",1
174,select,"Unfortunately, our terminology is nightmarish, but let us genuinely group macroeconomic issues and labour and structural problems together, right now, and we will then be able to achieve the results we desire through very simple, specific measures.","En ce qui concerne la durée de validité de cette réglementation, je considère qu'il n'y a aucune raison pour que nous nous engagions une fois pour toutes sur ce point.",1
175,select,I am therefore able to tell the House that both Felix Habsburg-Lothringen and Karl Ludwig Habsburg-Lothringen have valid passports without any form of restriction.,Reste qu' il s' agit bien d' un choix et non d' une obligation.,1
176,select,"This also applies to the knowledge society, which may give rise to a new equality of opportunity, but could also be a factor in the increasing gulf between those who have access to it and those who do not. This also applies to the relationship between the old and new economies.",Je voudrais savoir si le document que la Commission vient de présenter prévoit une telle clause.,0
177,select,"Surely thousands of people killed, thousands wounded and tens of thousands on the run is enough.","Je ne puis m'empêcher de souligner le fait que nous avons conclu les importantes négociations de la nouvelle convention qui remplace les conventions de Lomé, et d'avoir pu, à travers une négociation fort complexe et difficile, réaliser ou préparer la réalisation du premier sommet Union européenne-Afrique.",1
178,select,"In my capacity as a representative of the Commission, I will ensure that the charter and the actions stemming from it represent an affirmation of a Union based on a set of fundamental rights which are an integral part of Europe' s common heritage.","Au Tibet, il ne s'agit pas seulement de droits de l'homme et d'environnement mais aussi d'un héritage culturel unique qui peut nous transmettre, à nous aussi Européens, des valeurs importantes telles que le calme, la lenteur, la commisération, la compassion comme le dit le Dalaï-Lama.",0
179,select,"Mr President, although we are moving in the right direction, not everything in the garden is rosy.","Dans le fonctionnement des institutions intérimaires dont la mise sur pied vient d'être ainsi décidée, pouvez-vous nous dire, Monsieur le Haut Représentant, quel statut vous imaginez de conférer aux membres de l'Alliance et aux États associés à l'UEO, je le répète, qui ne sont pas encore membres de l'Union européenne ?",0
180,select,"The coalition has undertaken to table this before the Nationalrat (National Assembly) by January 2001, and the highly criticised government is continuing to burnish Austria' s already excellent image in the field of human rights.",Les consommateurs au sein de l'union européenne doivent connaître l'existence de l'autorité alimentaire.,0
181,select,"Nevertheless, I have tabled an amendment.",Il me semble donc que le pouvoir discrétionnaire de l'État que vous envisagez au point e) de votre amendement 10 n'est pas compatible avec l'ensemble du texte de votre excellent rapport.,1
182,select,That is quite ludicrous!,"C' est avec grande satisfaction que j' ai appris, en juin de l' an passé, la décision du Conseil européen de Cologne de convoquer la convention (composée de représentants des Chefs d'État et de gouvernement, du Parlement européen, des parlements nationaux et de la Commission) chargée de rédiger une Charte des droits fondamentaux.",1
183,select,"I think this policy has been reasonably successful in Finland, as testified by the present public system.","Aujourd'hui, les nouvelles frontières de l'intégration européennes sont d'ordre politique : la politique étrangère et de sécurité commune, la justice et la sécurité interne et - ensuite - la question cruciale des valeurs politiques fondamentales sur lesquelles repose notre cohabitation.",0
184,select,This is also at the request of the citizens.,C' est pourquoi nous interpellons la Commission avec cette résolution claire et nette l' invitant à mettre au point des instruments concrets.,1
185,select,"That formula enabled us to oblige applicants to put on the label the fact that genetic modification techniques have been used in the product, the subject matter of the application.","Je ne suis pas particulièrement radicale ni révolutionnaire, mais il a semblé à mes collègues qu'il manquait quelque chose à cette procédure, surtout à un moment où nous essayons de rétablir la communication entre l'Europe et ses citoyens, où nous voulons qu'ils comprennent parfaitement ce que nous faisons ici.",0
186,select,"We have always supported ECHO, its policies and its actions, even some which have been disputed by certain bodies. We believe that solidarity must be the distinctive feature of the EU' s external action.","Nous sommes d' accord sur la plus grande partie de ce rapport et de loin, mais nous déplorons la procédure utilisée et en particulier l' abus mesquin que certains groupes ont fait de cette procédure.",0
187,select,Regional disparities must be overcome if the internal market is to succeed and prosper.,"Je salue le fait qu'une aide de 40 % et qu'une aide complémentaire de 15 % destinées aux PME pour les placements à revenu fixe seront autorisées en faveur des entreprises s'installant dans des régions éligibles à l'objectif I en Europe, après l'an 2000.",1
188,select,"However, this increase in pace accentuates the lack of coordination between these decisions and the on-going Intergovernmental Conference even further.","Demain, il sera peut-être trop tard.",1
189,select,Women and children were beaten.,La mesure que nous devrions prendre porte sur une partie de la résolution qui nous est présentée.,0
190,select,The best way of achieving proper collection is to ensure that the last holder and/or owner can deliver the car to an authorised treatment facility without any cost.,"Malgré la pression de ses collègues, mais également de l' industrie automobile, il a fourni un très bon travail.",1
191,select,The duties that he exercises today have nothing whatsoever to do with the duties that he exercised during his time as Secretary-General of NATO.,"Résultat de la rencontre de deux civilisations qui eut lieu il y a 500 ans, le Mexique est un pays lié culturellement et politiquement à l'Europe.",0
192,select,"I will perhaps say this differently from Mr Tsatsos and Mr Brok who are your direct representatives but it is also probable that, in many cases, we will say this together.","Je voudrais que, dans toutes les régions d'Europe - sans doute est-ce encore un peu utopique -, je voudrais qu'un commissaire, quand il le peut, un parlementaire européen, un ministre, puisse aller dans des débats publics.",1
193,select,European taxpayers need to be re-assured.,"Deuxièmement, l'argument de concurrence loyale auquel M. Jarzembowski a déjà fait allusion - la nécessité de créer un terrain de jeu égal dans toute la Communauté.",0
194,select,"This responsibility is a historical one, primarily, and is related to the commitments made by Member States to the countries where the bulk of the tropical forest is located.","Monsieur le Président, chers collègues, au terme de ce vote, je voudrais demander au commissaire compétent, M. Byrne, si, après avoir vu à quel point l' approbation est élevée dans cet hémicycle, il est disposé à accepter les amendements ?",0
195,select,Only thirteen were in fully acceptable condition.,"Mais je voudrais dire, pour ce qui est du phénomène des chauffeurs de pays tiers, que j'espère que nous aurons une réponse avant la fin du mois et que de toute façon nous allons traiter cette question au sein du Conseil.",1
196,select,"At such times of profound change, problems, particularly those concerning employment in the old economy, have been resolved by turning to the new economy and its resources.","Et voilà qu'à partir de tant de fragments, nous donnons un sens à Lisbonne.",1
197,select,"From the point of view of economic growth, and therefore of increasing employment and wealth, safeguarding a competition policy in the Member States is becoming a crucial factor, and one that is certainly very important for our future.",Il n'est donc pas acceptable comme parti légitime dans la vie démocratique.,0
198,select,"Fourthly, we single out countrymen and women, farmers and other parties active in rural areas as the ideal beneficiaries of these measures.","Aujourd'hui pourtant, nous sommes impuissants face au malheur en Tchétchénie et indifférents aux guerres qui se produisent en Afrique, dans un grand nombre de pays avec lesquels nous avons cependant des liens puisqu'il s'agit d'anciennes colonies.",0
199,select,It is equally important to have strict hygiene requirements for the manufacture of additives and for proper controls to be carried out in the Member States.,Un des facteurs expliquant cet état de choses et auquel il a été fait référence au cours de ce débat est la concurrence - la concurrence entre les États membres sur les coûts de production alimentaire.,1
200,select,"The first point on which we disagree is the duration of three months for the residency permit, since all that does is create legal insecurity.","Il est tout aussi révoltant que ce soit l' État qui débloque des fonds, d' ailleurs insuffisants, ce qui n' est qu' une subvention déguisée à cette entreprise aux agissements criminels.",0
201,plot,"When farmers are going bankrupt every day in the UK, when the level of suicides amongst farmers and farm-workers has reached unprecedented levels, when the economy of rural Britain is in spiral decline, how can I explain to them that EUR 300 million would be better off spent in Kosovo?",Nous avons donc toute une série de problèmes à résoudre ensemble cette année.,1
202,plot,"A breakdown of the mine-action funding per country by the European Union from 1992 to 1999, as well as for projects in the last year, is attached to the communication and we will continue to provide that sort of financial information as well.","Le troisième cycle de négociations suscite certaines attentes, étant donné les propositions de scénarios en préparation et dans lesquelles interviennent des représentants des Etats-Unis et du Royaume uni, notamment dans les domaines de la sécurité et de la structure constitutionnelle, qui devraient être présentés dans ce cycle par l'intermédiaire du représentant du secrétaire général des Nations unies.",0
203,plot,"How can we ensure respect for our concepts of the freedom of the individual and freedom of expression, which have not yet been harmonised at world level?","Entre retard et urgence, nous ne devons pas nous contenter d' une accélération d' un processus au détriment d' une réflexion des conditions démocratiques et politiques de sa réalisation.",1
204,plot,"Mr President, Commissioner, no one could dispute the usefulness of implementing the qualitative and quantitative data on the fishing industry, particularly in view of the reform of the CFP in 2002.","Monsieur le Président, je voudrais avant tout exprimer ma reconnaissance à la Commission pour l'amélioration que représente le XXVIIIe rapport sur la politique de concurrence au sein de l'Union, par rapport aux éditions précédentes.",0
205,plot,"Finally, and this follows on from what I have just said, we would like the Commission to inform the Committee on Budgets on a very regular basis, monthly, regarding progress on payments made.",C' était un sujet qui exigeait une grande dose de technicité et je pense que M. Knörr l' a traité avec une grande précision et un grand professionnalisme.,0
206,plot,"If you want to better inform the people, you should start by strengthening liaison with this House, as we are the representatives of the citizens.","Nous avons explicitement fait référence, hier matin, dans notre déclaration - à l'instar du Président cet après-midi - au fait que nous partageons les inquiétudes exprimées lundi par 14 États membres dans leur déclaration.",0
207,plot,"However, I have now spoken about updating the VAT system, which means that I can now turn to Mr Helmer and say that I am well aware that these are sensitive issues, I am well aware of the importance accorded to taxation, in the name of national sovereignty, and to the matter of voting upon taxes and, in particular, upon the rates of taxation. After all, I did have a seat in the parliament of my own country for twenty-two years.","Nous voulons distinguer, pour faciliter le travail de la réforme des institutions, entre la gestion quotidienne des politiques (c'est le travail normal de la Commission, et nous avons des rendez-vous réguliers à ce sujet) et la réforme dans la perspective de l'arrivée de treize nouveaux États membres.",1
208,plot,The intention to achieve actual coordination of the socio-economic policy across the board appeals to me a great deal.,"Il faut que l'accord commercial inclue une clause exigeant le développement de la démocratie au Mexique - y compris le respect des droits de l'homme - mais si cette exigence n'est pas suivie d'effets concrets, ce ne seront que de vaines paroles.",0
209,plot,We now face an historical challenge with multiple prospects for all the citizens of Europe.,"Une fois de plus, je peux faire état de deux sessions extrêmement fructueuses, l'une s'étant déroulée à Strasbourg et l'autre à Nassau.",1
210,plot,Confining oneself to deploring the disaster and expressing sympathy for its victims without applying some restraining measures in order to oblige Total to make good all the direct and indirect consequences of the pollution for which it is entirely responsible is tantamount to doing nothing.,"Il faut donc prendre des mesures dans le cadre de la politique commune de pêche et affecter les ressources financières adéquates afin d' assurer le rendement qui s' appuie exclusivement sur l' activité de pêche, plus précisément à des périodes de paralysie ou de réduction de l' activité de pêche.",1
211,plot,"In other words, we should ensure that the money falls to Mr Kouchner' s sphere of competence and not to other spheres.","C'est pourquoi, chère Commission, chère présidence du Conseil, nous voudrions aussi profiter de ce débat pour vous inviter à prendre l'initiative politique afin que nous ne nous retrouvions pas une nouvelle fois amenés à établir la solvabilité dans l'urgence, à la fin du mois, et que nous puissions mettre en place une stratégie d'aide à long terme dans cette région et j'espère que vous respecterez enfin vos engagements politiques à cet égard et que la situation que nous avons connue ces derniers mois ne perdurera pas.",1
212,plot,Can I go ahead?,"En ce qui concerne la proposition visant à réduire le budget d'un million d'euros en faveur de la Commission afin, en contrepartie, d'augmenter les actions ponctuelles, nous estimons qu'il peut s'agir d'une solution possible afin de remédier à la proposition de règlement de la Commission.",1
213,plot,"It is probably horrendous, especially in this particular raft of legislation, that there are confused rules, regulatory vacuums and rules that only lay down undefined legal concepts.",L'initiative communautaire implique une participation des communautés.,0
214,plot,Your report expresses concern about the smart card action.,(Le Parlement adopte la résolution),1
215,plot,"Obviously, the cohesion policy exists for less-favoured regions and cooperation and joint action by the Structural Funds, the Social Fund and the Agricultural Fund exist for the cohesion policy.","Grâce au principe de partenariat et de parité ainsi qu' à l' assistance parlementaire par le biais de l' Assemblée paritaire, il s' agit là d' un modèle mondial.",0
216,plot,Trampling over human rights today paves the way for conflict tomorrow.,"En ce qui concerne la deuxième possibilité, c'est-à-dire garantir un meilleur respect des principes existants, j'estime qu'un des meilleurs moyens consisterait à permettre de poursuivre en justice les contrevenants.",1
217,plot,No one wants an unimpeded subsidy competition in Europe.,"Après la consolidation de l'industrie sidérurgique au cours des dernières années, cela nuirait également considérablement au marché intérieur.",1
218,plot,"To support this statement, I would point to an excellent report drafted by our colleague, Mário Soares, in the international bodies on the state of the seas and oceans.","Comme je l'ai dit, de nombreux amendements ont été introduits, qui garantissent les droits de la défense - je pense ici à l'obligation de la requête du juge pour les interceptions - ou l'interdiction du cumul des fonctions d'enquête et judiciaires en ce qui concerne les équipes communes d'enquête.",0
219,plot,"But it suffered from the war in its vicinity and from the sanctions, as it is still suffering from the sanctions that were rightly imposed on the neighbouring countries.","En effet, les goûts et les couleurs, cela ne se discute pas.",0
220,plot,The natural outcome of this determination is the inclusion of the future charter among the Treaties.,"Mais justement, c' est aussi l' enjeu du travail qui sera mené dans la convention, et au nom de mon groupe, je veux dire l' importance que nous attacherons au contenu de la charte pour ces questions-là.",1
221,plot,"You may rest assured that the other institutions are taking this subject very seriously, and some measures have, in fact, already been taken to combat trafficking, and I would like to sum these up as briefly as possible.","Monsieur le Secrétaire d'État, je crois que vous avez clarifié exactement et parfaitement la question technique des articles 6 et 7.",1
222,plot,Constraints have been identified in this terrible disaster case.,Il n'existe pas d'indépendance du pouvoir judiciaire ou du pouvoir constitutionnel.,1
223,plot,"This has been interpreted as indicating that the Arab attitude towards Israel should be regarded by Europeans as being similar to the Nazis' anti-Semitism, which of course is completely incorrect.","Je me réfère principalement au nud Palestine-Israël, mais cela vaut aussi pour les territoires du Golan, occupés depuis 1967, et du Sud-Liban depuis 1982.",1
224,plot,"Point 38, which was amended for the worse by Amendment No 22, cited again today in the Chamber, imposes on Italy - and who knows why Italy should be singled out - in order to guarantee the impartiality of judges, not the separation of judicial and political authorities, as advocated by Montesquieu, but the separation, within the judiciary, of the careers of judges responsible for giving rulings and investigating magistrates.",L'Union estime que le moment n'est pas encore venu de signer un accord de stabilité et d'association avec ce pays.,0
225,plot,"We want a strong Commission, which can act in an independent and neutral manner, but with political sense.","Monsieur le Président, si la Commission Santer a échoué, c' est aussi parce qu' elle a subi un échec cuisant sur le plan du contrôle financier.",1
226,plot,"To grasp the importance of tourism for some parts of Europe, it is worth pointing out that in my own country, Greece, a country that attracts tourists, over the past four decades, during which the farming population has clearly aged and the population is over-concentrated in the major urban centres, the only areas which have retained populations of low average age or to which young people have returned are ones where tourism has developed.",La question qu'il convient de se poser est de savoir si certaines activités envisagées dans la résolution ne risquent pas d'augmenter la pression sur ses ressources plus qu'il n'est souhaitable.,1
227,plot,It is not to oppose liberalisation to ask that it be done in a way that takes account of these factors and allows the continuation of a universal and affordable postal service.,Vous allez envoyer une mission.,0
228,plot,"In my view, Mr Prodi, judging from the text and the document that you had sent to us, one subject that is very important to both of us has been given secondary importance, and that is solidarity, not so much at international level as at internal level.","Je ne les cite pas tous : la mise en uvre de politiques intersectorielles, augmenter l' efficacité de l' usage des fonds publics, aider les différents partenaires à bâtir ensemble des programmations régionales ou nationales, etc. La Commission en prend bonne note, mais plusieurs de ces orientations ou de ces questions relèvent plutôt d' autres documents comme le Vade-mecum ou le document de travail méthodologique.",0
229,plot,"However, I am obliged to respect the national authority with which I must conduct these negotiations.","Néanmoins, vous me demandez, en gros, si le grand projet de modernisation de la TVA pourrait être adopté avec vos propositions à la majorité qualifiée ?",0
230,plot,"I would like to say thank you for the fact that there was sound the last time I tried it, and I would like to say thank you for the fact that today too there is sound, but back home we also have a picture.","Nous ne lançons donc pas un nouveau processus, nous n'apportons rien de nouveau, mais, pour la première fois, nous complétons les processus existants avec une chance de réussir.",1
